Company Name,Ticker,Country,Sector,Subsector, Overall ESG RATING, Overall ESG SCORE,Environmental SCORE,Social SCORE,Governance SCORE
CICC Hong Kong Finance 2016 MTN Limited,,VG,Investment Banking & Brokerage,Investment Banking & Brokerage,BBB,5.3,6.5,2.5,5.2
CIDADE MARAVILHOSA INDUSTRIA E COMERCIO DE ROUPAS SA,,BR,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods",B,2.1,2.0,4.3,4.4
CIE AUTOMOTIVE SOCIEDAD ANONIMA,CIE,ES,Auto Components,Auto Parts & Equipment,BB,2.87,3.0,3.4,4.0
CIECH SPOLKA AKCYJNA,CIE,PL,Commodity Chemicals,Commodity Chemicals,BBB,5.1,4.0,1.4,5.9
CIELO SA,CIEL3,BR,Software & Services,Data Processing & Outsourced Services,A,6.9,9.8,5.2,4.9
CIELO USA INC,,US,Software & Services,Data Processing & Outsourced Services,A,6.9,9.8,5.2,4.9
CIENA CORPORATION,CIEN,US,"Technology Hardware, Storage & Peripherals",Communications Equipment,A,6.1,3.1,4.9,5.0
"CIESCO, LLC",,US,Banks,Diversified Banks,A,7.0,8.7,3.9,5.0
CIF EUROMORTGAGE SA,CIDFR,FR,Banks,,B,2.2,3.5,2.1,5.2
CIFI GROUP COLTD,,CN,Real Estate Development & Diversified Activities,Real Estate Development,BBB,4.7,4.6,4.5,4.1
CIFI HOLDINGS (GROUP) CO LTD,0884,CN,Real Estate Development & Diversified Activities,Real Estate Development,BBB,4.7,4.6,4.5,4.1
CIGNA CORPORATION,CI,US,Health Care Providers & Services,Health Care Services,A,6.3,10.0,4.4,6.2
CIGNA HOLDING COMPANY,CI,US,Health Care Providers & Services,Health Care Services,A,6.3,10.0,4.4,6.2
CIMAREX ENERGY CO,CIMXP,US,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,BB,3.3,1.9,4.5,1.7
CIMB BANK BERHAD,,MY,Banks,Diversified Banks,A,7.1,6.0,4.5,5.8
CIMB GROUP HOLDINGS BERHAD,CIMB,MY,Banks,Diversified Banks,A,7.1,6.0,4.5,5.8
CIMB ISLAMIC BANK BERHAD,,MY,Banks,Diversified Banks,A,7.1,6.0,4.5,5.8
CIMC ENRIC HOLDINGS LIMITED,3899,CN,Industrial Machinery,Industrial Machinery,BB,4.0,5.4,6.1,3.0
CIMENTS DU MAROC SA,CMA,MA,Construction Materials,Construction Materials,B,2.4,2.8,2.5,3.0
CIMIC FINANCE (USA) PTY LTD,CIM,AU,Construction & Engineering,Construction & Engineering,BBB,5.2,5.1,7.3,4.4
CIMIC FINANCE LIMITED,,AU,Construction & Engineering,Construction & Engineering,BBB,5.2,5.1,7.3,4.4
CIMIC GROUP LIMITED,CIM,AU,Construction & Engineering,Construction & Engineering,BBB,5.2,5.1,7.3,4.4
CINCINNATI BELL INC,CBB,US,Telecommunication Services,,BBB,4.9,6.2,4.1,6.1
CINCINNATI BELL TELEPHONE COMPANY LLC,,US,Telecommunication Services,,BBB,4.9,6.2,4.1,6.1
CINCINNATI FINANCIAL CORPORATION,CINF,US,Property & Casualty Insurance,Property & Casualty Insurance,BB,4.2,3.6,3.5,5.7
"CINDA FINANCIAL LEASING CO, LTD",,CN,Asset Management & Custody Banks,Asset Management & Custody Banks,B,2.1,9.0,2.7,3.7
CINDA SECURITIES COMPANY LIMITED,,CN,Asset Management & Custody Banks,Asset Management & Custody Banks,B,2.1,9.0,2.7,3.7
"CINEMARK HOLDINGS, INC",CNK,US,Media & Entertainment,Movies & Entertainment,BBB,5.2,8.3,5.5,4.1
"CINEMARK USA, INC",,US,Media,Movies & Entertainment,BBB,5.2,8.3,5.5,4.1
CINEWORLD GROUP PLC,CINE,GB,Media & Entertainment,Movies & Entertainment,A,6.0,9.7,6.7,3.0
CINTAS CORPORATION,CTAS,US,Commercial Services & Supplies,Diversified Support Services,BBB,5.1,7.1,4.2,6.9
CINTAS CORPORATION NO 2,,US,Commercial Services & Supplies,Diversified Support Services,BBB,5.1,7.1,4.2,6.9
CIPLA LIMITED,CIPLA,IN,Pharmaceuticals,Pharmaceuticals,BBB,5.6,3.1,4.9,4.7
CIR SpA - Compagnie Industriali Riunite,CIR,IT,Auto Components,Auto Parts & Equipment,BB,3.3,3.4,4.1,4.7
CIRCLE ANGLIA SOCIAL HOUSING PLC,CLRIO,GB,Real Estate Management & Services,,A,5.8,4.9,5.6,6.0
"CIRCOR INTERNATIONAL, INC",CIR,US,Industrial Machinery,Industrial Machinery,BBB,4.6,3.7,5.8,5.0
"CIRRUS LOGIC, INC",CRUS,US,Semiconductors & Semiconductor Equipment,Semiconductors,AA,7.6,3.6,6.5,6.7
"CISCO SYSTEMS, INC",CSCO,US,"Technology Hardware, Storage & Peripherals",Communications Equipment,AA,8.5,5.5,6.0,4.5
CISI Investment Limited,,HK,Investment Banking & Brokerage,Investment Banking & Brokerage,BBB,4.7,5.7,2.4,5.0
"CIT BANK, NATIONAL ASSOCIATION",,US,Banks,Regional Banks,B,2.1,0.6,3.2,4.7
CIT GROUP INC,CIT,US,Banks,,BB,3.3,0.0,3.0,6.4
"CITI TRENDS, INC",CTRN,US,Retail - Consumer Discretionary,Apparel Retail,BB,4.1,3.0,2.8,6.5
CITIBANK EUROPE PUBLIC LIMITED COMPANY,,IE,Banks,Diversified Banks,A,7.0,8.7,3.9,5.0
CITIBANK NA,,GB,Banks,Diversified Banks,A,7.0,8.7,3.9,5.0
CITIBANK NATIONAL ASSOCIATION,,US,Banks,Diversified Banks,A,7.0,8.7,3.9,5.0
"CITIBANK, NA",,AU,Banks,Diversified Banks,A,7.0,8.7,3.9,5.0
CITIC Corporation Limited,,CN,Industrial Conglomerates,Industrial Conglomerates,BBB,4.4,4.0,2.8,4.5
CITIC ENVIROTECH PTE LTD,CITI,SG,Industrial Conglomerates,Environmental & Facilities Services,BBB,4.4,4.0,2.8,4.5
CITIC Limited,267,CN,Industrial Conglomerates,Industrial Conglomerates,BBB,4.4,4.0,2.8,4.5
CITIC Pacific Finance (2005) Limited,,VG,Industrial Conglomerates,Industrial Conglomerates,BBB,4.4,4.0,2.8,4.5
CITIC Pacific Limited,,HK,Industrial Conglomerates,Industrial Conglomerates,BBB,4.4,4.0,2.8,4.5
"CITIC SECURITIES FINANCE MTN CO, LTD",,VG,Investment Banking & Brokerage,Investment Banking & Brokerage,BB,3.9,5.3,3.1,3.7
CITIC Securities Company Limited,600030,CN,Investment Banking & Brokerage,Investment Banking & Brokerage,BB,3.9,5.3,3.1,3.7
CITIC Telecom International Finance Limited,,VG,Telecommunication Services,Alternative Carriers,BB,3.9,8.7,5.7,2.2
CITIC Telecom International Holdings Limited,1883,HK,Telecommunication Services,Alternative Carriers,BB,3.9,8.7,5.7,2.2
"CITIC Trust Co, Ltd",,CN,Industrial Conglomerates,Industrial Conglomerates,BBB,4.4,4.0,2.8,4.5
CITIC aiBank Corporation Limited,,CN,Banks,Diversified Banks,BBB,4.9,3.6,3.4,5.1
CITICORP FINANCE (INDIA) LIMITED,,IN,Banks,Diversified Banks,A,7.0,8.7,3.9,5.0
CITICORP LEASING (THAILAND) COMPANY LIMITED,,TH,Banks,Diversified Banks,A,7.0,8.7,3.9,5.0
CITIFINANCIAL CREDIT COMPANY,,US,Banks,Diversified Banks,A,7.0,8.7,3.9,5.0
CITIGROUP CAPITAL III,,US,Banks,Diversified Banks,A,7.0,8.7,3.9,5.0
CITIGROUP CAPITAL XIII,,US,Banks,Diversified Banks,A,7.0,8.7,3.9,5.0
CITIGROUP CAPITAL XVIII,,US,Banks,Diversified Banks,A,7.0,8.7,3.9,5.0
CITIGROUP FINANCE CANADA ULC,,CA,Banks,Diversified Banks,A,7.0,8.7,3.9,5.0
CITIGROUP GLOBAL MARKETS HOLDINGS INC,C,US,Diversified Financials,Diversified Banks,A,7.0,8.7,3.9,5.0
CITIGROUP GLOBAL MARKETS INC,,US,Diversified Financials,Diversified Banks,A,7.0,8.7,3.9,5.0
CITIGROUP GLOBAL MARKETS LIMITED,,GB,Diversified Financials,Diversified Banks,A,7.0,8.7,3.9,5.0
CITIGROUP INC,C,US,Banks,Diversified Banks,A,7.0,8.7,3.9,5.0
CITIZEN TREASURY 2 PLC,,GB,Real Estate Management & Services,,BB,3.2,2.4,5.5,6.9
CITIZEN TREASURY PLC,,GB,Real Estate Management & Services,,BB,3.2,2.4,5.5,6.9
"CITIZENS BANK, NATIONAL ASSOCIATION",,US,Banks,Regional Banks,BBB,5.0,4.1,4.3,6.2
"CITIZENS FINANCIAL GROUP, INC",CFG,US,Banks,Regional Banks,BBB,5.0,4.1,4.3,6.2
"CITRIX SYSTEMS, INC",CTXS,US,Software & Services,Application Software,A,6.9,7.0,5.1,4.7
CITY CHIC COLLECTIVE LIMITED,CCX,AU,Retail - Consumer Discretionary,Apparel Retail,A,6.6,3.8,5.2,5.5
CITY DEVELOPMENTS LIMITED,C09,SG,Real Estate Development & Diversified Activities,Diversified Real Estate Activities,AAA,10.0,8.3,8.9,6.0
CITY HOLDING COMPANY,CHCO,US,Banks,Regional Banks,BB,3.5,2.4,2.8,5.6
CITY NATIONAL BANK,,US,Banks,Diversified Banks,AA,7.3,8.4,4.5,5.1
"CITY OFFICE REIT, INC",CIO,CA,Real Estate Management & Services,Office REITs,BBB,5.0,6.2,3.3,5.8
CITYCHAMP WATCH & JEWELLERY GROUP LIMITED,0256,HK,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods",BBB,5.3,4.6,4.9,4.0
"CIVITAS RESOURCES, INC",CIVI,US,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,BB,3.5,1.1,3.7,6.9
CIVITAS SOCIAL HOUSING PLC,CSH,GB,Real Estate Management & Services,Residential REITs,BB,3.4,5.1,0.5,6.9
"CJ 4DPLEX Co,Ltd",,KR,Media & Entertainment,Movies & Entertainment,BB,3.7,6.7,5.5,2.7
"CJ CGV CO,LTD",079160,KR,Media & Entertainment,Movies & Entertainment,BB,3.7,6.7,5.5,2.7
CJ CheilJedang Corporation,097950,KR,Food Products,Packaged Foods & Meats,A,6.5,4.7,5.3,4.2
CJ Corporation,001040,KR,Industrial Conglomerates,Industrial Conglomerates,BBB,5.3,3.2,4.5,3.9
"CJ ENM CO, Ltd",035760,KR,Media & Entertainment,Movies & Entertainment,BB,3.3,6.7,4.3,2.7
"CJ Foodville Co, Ltd",,KR,Industrial Conglomerates,Industrial Conglomerates,BBB,5.3,3.2,4.5,3.9
CJ LOGISTICS ASIA PTE LTD,,SG,Road & Rail Transport,Trucking,BBB,5.6,10.0,0.4,3.7
"CJ LiveCity Co,Ltd",,KR,Media & Entertainment,Movies & Entertainment,BB,3.3,6.7,4.3,2.7
CJ Logistics Corporation,000120,KR,Road & Rail Transport,Trucking,BBB,5.6,10.0,0.4,3.7
CJ Olive Young Corporation,,KR,Industrial Conglomerates,Industrial Conglomerates,BBB,5.3,3.2,4.5,3.9
"CJ OliveNetworks Co, Ltd",,KR,Industrial Conglomerates,Industrial Conglomerates,BBB,5.3,3.2,4.5,3.9
CK ASSET HOLDINGS LIMITED,1113,HK,Real Estate Development & Diversified Activities,Real Estate Development,BBB,4.9,5.5,4.8,3.0
CK HUTCHISON CAPITAL SECURITIES (17) LIMITED,,HK,Industrial Conglomerates,Industrial Conglomerates,B,2.3,4.1,4.4,4.9
CK HUTCHISON EUROPE FINANCE (18) LIMITED,,KY,Industrial Conglomerates,Industrial Conglomerates,B,2.3,4.1,4.4,4.9
CK HUTCHISON FINANCE (16) (II) LIMITED,,HK,Industrial Conglomerates,Industrial Conglomerates,B,2.3,4.1,4.4,4.9
CK HUTCHISON FINANCE (16) LIMITED,,HK,Industrial Conglomerates,Industrial Conglomerates,B,2.3,4.1,4.4,4.9
CK HUTCHISON HOLDINGS LIMITED,1,HK,Industrial Conglomerates,Industrial Conglomerates,B,2.3,4.1,4.4,4.9
CK HUTCHISON INTERNATIONAL (16) LIMITED,,KY,Industrial Conglomerates,Industrial Conglomerates,B,2.3,4.1,4.4,4.9
CK HUTCHISON INTERNATIONAL (17) (II) LIMITED,,KY,Industrial Conglomerates,Industrial Conglomerates,B,2.3,4.1,4.4,4.9
CK HUTCHISON INTERNATIONAL (17) LIMITED,,HK,Industrial Conglomerates,Industrial Conglomerates,B,2.3,4.1,4.4,4.9
CK HUTCHISON INTERNATIONAL (19) (II) LIMITED,,KY,Industrial Conglomerates,Industrial Conglomerates,B,2.3,4.1,4.4,4.9
CK HUTCHISON INTERNATIONAL (20) LIMITED,,KY,Industrial Conglomerates,Industrial Conglomerates,B,2.3,4.1,4.4,4.9
CK Hutchison Group Telecom Finance SA,,LU,Industrial Conglomerates,Industrial Conglomerates,B,2.3,4.1,4.4,4.9
CK Hutchison International (19) Limited,,KY,Industrial Conglomerates,Industrial Conglomerates,B,2.3,4.1,4.4,4.9
CK Hutchison International (21) Limited,,KY,Industrial Conglomerates,Industrial Conglomerates,B,2.3,4.1,4.4,4.9
CK INFRASTRUCTURE HOLDINGS LIMITED,1038,HK,Utilities,Electric Utilities,BB,3.7,4.6,5.7,3.5
"CK LIFE SCIENCES INTL, (HOLDINGS) INC",775,HK,Biotechnology,Biotechnology,BB,4.1,3.3,5.7,3.2
CK PROPERTY FINANCE (MTN) LIMITED,,HK,Real Estate Development & Diversified Activities,Real Estate Development,BBB,4.9,5.5,4.8,3.0
CKD Corporation,6407,JP,Industrial Machinery,Industrial Machinery,BB,3.4,4.5,4.5,3.3
CLAAS FINANCIAL SERVICES SAS,,FR,Banks,Diversified Banks,AA,7.9,9.8,5.2,5.1
CLARION FUNDING PLC,,GB,Real Estate Management & Services,,A,5.8,4.9,5.6,6.0
CLARION HOUSING GROUP LIMITED,CLRIO,GB,Real Estate Management & Services,,A,5.8,4.9,5.6,6.0
CLARIVATE Plc,16A,US,Professional Services,Research & Consulting Services,BBB,4.6,8.3,4.5,5.8
CLARIVATE SCIENCE HOLDINGS CORPORATION,,US,Professional Services,Research & Consulting Services,BBB,4.6,8.3,4.5,5.8
CLARK EQUIPMENT COMPANY,,US,Construction & Farm Machinery & Heavy Trucks,Construction Machinery & Heavy Trucks,BB,3.8,3.5,6.0,2.6
CLARO SA,,BR,Telecommunication Services,Wireless Telecommunication Services,B,1.7,10.0,5.3,0.7
CLARUS CORPORATION,CLAR,US,Leisure Products,Leisure Products,BB,3.9,3.8,5.9,3.1
CLASS LIMITED,,JE,Investment Banking & Brokerage,Diversified Capital Markets,A,7.1,8.6,4.7,3.7
"CLAYTON WILLIAMS ENERGY, INC",NBL,US,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,BBB,4.6,4.3,6.0,4.8
CLEAN ENERGY FUELS CORP,CLNE,US,"Oil & Gas Refining, Marketing, Transportation & Storage",Oil & Gas Refining & Marketing,AA,8.4,7.0,5.9,5.7
"CLEAN HARBORS, INC",CLH,US,Commercial Services & Supplies,Environmental & Facilities Services,BB,2.9,2.4,5.2,5.2
CLEANAWAY WASTE MANAGEMENT LIMITED,CWY,AU,Commercial Services & Supplies,Environmental & Facilities Services,BBB,4.5,1.8,6.0,7.3
"CLEAR CHANNEL OUTDOOR HOLDINGS, INC",CCO,US,Media & Entertainment,Advertising,BBB,4.6,8.3,2.5,5.8
CLEARSTREAM BANKING SA,,LU,Diversified Financials,Financial Exchanges & Data,AAA,10.0,10.0,5.6,6.6
CLEARWATER PAPER CORPORATION,CLW,US,Paper & Forest Products,Paper Products,BBB,5.4,4.5,3.6,6.0
"CLEARWAY ENERGY, INC",CWEN.A,US,Utilities,Independent Power Producers & Energy Traders,A,7.0,7.4,3.9,5.3
CLEVELAND-CLIFFS INC,CLF,US,Steel,Steel,BBB,4.7,3.4,3.4,5.1
CLEVELAND-CLIFFS STEEL CORPORATION,,US,Steel,Steel,BBB,4.7,3.4,3.4,5.1
CLICKS GROUP LIMITED,CLS,ZA,Retail - Food & Staples,Drug Retail,AA,8.4,4.9,5.3,5.7
CLINDEB INVESTMENTS LIMITED,,ZA,Health Care Providers & Services,Health Care Facilities,AA,8.1,8.8,6.3,6.1
CLINIGEN GROUP PLC,CLIN,GB,Health Care Equipment & Supplies,Life Sciences Tools & Services,A,6.1,8.0,5.0,7.0
CLOSE BROTHERS FINANCE PLC,,GB,Banks,Diversified Banks,AAA,10.0,4.7,5.7,8.0
CLOSE BROTHERS GROUP PLC,CBG,GB,Banks,Diversified Banks,AAA,10.0,4.7,5.7,8.0
"CLOUDERA, INC",CLDR,US,Software & Services,Application Software,BBB,4.5,3.9,3.6,2.3
"CLOUDFLARE, INC",NET,US,Software & Services,Internet Services & Infrastructure,BB,3.6,6.7,3.3,4.0
CLOVERIE PUBLIC LIMITED COMPANY,CLOVR,IE,Multi-Line Insurance & Brokerage,Asset Management & Custody Banks,BBB,4.7,9.0,2.9,6.6
"CLOVIS ONCOLOGY, INC",CLVS,US,Biotechnology,Biotechnology,B,2.1,4.4,3.1,5.4
CLP HOLDINGS LIMITED,2,HK,Utilities,Electric Utilities,AA,7.4,6.8,8.0,5.3
CLP POWER HK FINANCE LTD,,HK,Utilities,Electric Utilities,AA,7.4,6.8,8.0,5.3
CLP POWER HONG KONG FINANCING LIMITED,CLPHL,VG,Utilities,Electric Utilities,AA,7.4,6.8,8.0,5.3
CLP WIND FARMS (INDIA) PRIVATE LIMITED,,IN,Utilities,Electric Utilities,AA,7.4,6.8,8.0,5.3
CLS HOLDINGS PLC,CLI,GB,Real Estate Management & Services,Real Estate Operating Companies,AA,7.4,4.9,6.1,5.7
CLWYDALYN HOUSING LIMITED,CLWYD,GB,Real Estate Management & Services,,BB,4.2,4.0,5.2,5.4
CLYDESDALE BANK PLC,,GB,Banks,Diversified Banks,A,6.2,6.1,2.5,7.5
CMA CGM SA,MRTCP,FR,Marine Transport,,A,6.9,5.7,7.5,5.3
"CMB Financial Leasing Co, Ltd",,CN,Banks,Diversified Banks,A,6.8,4.9,4.4,5.7
CMB INTERNATIONAL LEASING MANAGEMENT LIMITED,,HK,Banks,Diversified Banks,A,6.8,4.9,4.4,5.7
CMB Wing Lung Bank Limited,,HK,Banks,Diversified Banks,A,6.8,4.9,4.4,5.7
CMBC CAPITAL HOLDINGS LIMITED,1141,HK,Investment Banking & Brokerage,Investment Banking & Brokerage,B,1.6,4.1,2.3,3.3
"CMC MATERIALS, INC",CCMP,US,Semiconductors & Semiconductor Equipment,Semiconductor Equipment,BB,3.0,3.2,5.4,5.0
CMC Markets PLC,CMCX,GB,Investment Banking & Brokerage,Investment Banking & Brokerage,BBB,4.6,9.3,2.1,6.1
CME GROUP INC,CME,US,Diversified Financials,Financial Exchanges & Data,A,6.5,8.0,4.2,4.7
"CMG Pharmaceutical Co, Ltd",058820,KR,Pharmaceuticals,Pharmaceuticals,B,1.8,1.8,3.5,3.2
"CMHI Finance (BVI) Co, Ltd",,HK,Transportation Infrastructure,Marine Ports & Services,CCC,0.0,6.1,1.6,1.7
CMS ENERGY CORPORATION,CMS,US,Utilities,Multi-Utilities,AA,7.2,7.5,5.5,7.1
CMS International Gemstone Limited,,VG,Investment Banking & Brokerage,Investment Banking & Brokerage,BB,3.7,5.6,2.6,3.8
CMT MTN PTE LTD,,SG,Real Estate Management & Services,Retail REITs,A,7.1,7.7,6.5,6.1
CMcom NV,CMCOM,NL,Software & Services,Application Software,BBB,5.0,6.4,4.6,4.7
CNA FINANCIAL CORPORATION,CNA,US,Property & Casualty Insurance,Property & Casualty Insurance,B,1.7,4.0,3.4,3.3
CNBF CAPITAL TRUST I,,US,Banks,Regional Banks,BB,3.7,2.0,3.3,5.5
CNCB (Hong Kong) Investment Limited,,HK,Banks,Diversified Banks,BBB,4.9,3.6,3.4,5.1
CNCBINV 1 (BVI) LIMITED,,VG,Banks,Diversified Banks,BBB,4.9,3.6,3.4,5.1
CNH INDUSTRIAL CAPITAL AUSTRALIA PTY LIMITED,,AU,Construction & Farm Machinery & Heavy Trucks,Agricultural & Farm Machinery,AAA,8.7,6.8,7.2,4.4
CNH INDUSTRIAL CAPITAL CANADA LTD,,CA,Construction & Farm Machinery & Heavy Trucks,Agricultural & Farm Machinery,AAA,8.7,6.8,7.2,4.4
CNH INDUSTRIAL CAPITAL EUROPE SAS,,FR,Banks,Diversified Banks,AA,7.9,9.8,5.2,5.1
CNH INDUSTRIAL CAPITAL LLC,,US,Construction & Farm Machinery & Heavy Trucks,Agricultural & Farm Machinery,AAA,8.7,6.8,7.2,4.4
CNH INDUSTRIAL FINANCE EUROPE SA,,LU,Construction & Farm Machinery & Heavy Trucks,Agricultural & Farm Machinery,AAA,8.7,6.8,7.2,4.4
CNH INDUSTRIAL FINANCIAL SERVICES SA,,FR,Construction & Farm Machinery & Heavy Trucks,Agricultural & Farm Machinery,AAA,8.7,6.8,7.2,4.4
CNH Industrial Capital Argentina SA,,AR,Construction & Farm Machinery & Heavy Trucks,Agricultural & Farm Machinery,AAA,8.7,6.8,7.2,4.4
CNH Industrial NV,CNHI,GB,Construction & Farm Machinery & Heavy Trucks,Agricultural & Farm Machinery,AAA,8.7,6.8,7.2,4.4
"CNNC HUA YUAN TITANIUM DIOXIDE CO, LTD",002145,CN,Commodity Chemicals,Commodity Chemicals,CCC,0.8,2.2,0.0,3.6
"CNO FINANCIAL GROUP, INC",CNO,US,Life & Health Insurance,Life & Health Insurance,A,7.0,7.4,4.5,6.0
CNOOC CANADA ENERGY LTD,,CA,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,CCC,1.0,2.7,4.1,1.6
CNOOC CURTIS FUNDING NO1 PTY LTD,,AU,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,CCC,1.0,2.7,4.1,1.6
CNOOC FINANCE (2015) AUSTRALIA PTY LTD,,AU,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,CCC,1.0,2.7,4.1,1.6
CNOOC FINANCE (2015) USA LLC,,US,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,CCC,1.0,2.7,4.1,1.6
CNOOC Finance (2003) Limited,CNOOC,VG,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,CCC,1.0,2.7,4.1,1.6
CNOOC Finance (2011) Limited,CNOOC,VG,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,CCC,1.0,2.7,4.1,1.6
CNOOC Finance (2012) Limited,CNOOC,VG,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,CCC,1.0,2.7,4.1,1.6
CNOOC Finance (2013) Limited,CNOOC,VG,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,CCC,1.0,2.7,4.1,1.6
CNOOC Finance (2014) ULC,,CA,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,CCC,1.0,2.7,4.1,1.6
CNOOC LIMITED,883,CN,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,CCC,1.0,2.7,4.1,1.6
CNOOC PETROLEUM NORTH AMERICA ULC,CNOOC,CA,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,CCC,1.0,2.7,4.1,1.6
CNP ASSURANCES SA,CNP,FR,Life & Health Insurance,Life & Health Insurance,AAA,9.7,8.5,6.8,4.7
CNPC Capital Ltd,,CN,Construction & Farm Machinery & Heavy Trucks,Construction Machinery & Heavy Trucks,BB,4.28,4.5,4.0,4.2
CNPC General Capital Limited,SASAC,VG,Integrated Oil & Gas,,BB,4.28,4.5,4.0,4.2
CNPC Global Capital Limited,,CN,Integrated Oil & Gas,,BB,4.28,4.5,4.0,4.2
CNX MIDSTREAM PARTNERS LP,CNX,US,"Oil & Gas Refining, Marketing, Transportation & Storage",Oil & Gas Exploration & Production,B,1.6,4.3,4.5,2.6
CNX RESOURCES CORPORATION,CNX,US,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,BBB,5.7,3.9,6.0,6.0
CO-OPERATIVE GROUP LIMITED,42TE,GB,Retail - Food & Staples,,AA,8.4,5.4,5.2,6.8
COAL INDIA LTD,COALINDIA,IN,Metals and Mining - Non-Precious Metals,Coal & Consumable Fuels,CCC,0.0,1.4,1.4,2.8
COASTAL GUJARAT POWER LIMITED,,IN,Utilities,Electric Utilities,BB,3.5,4.3,5.3,3.9
COATS GROUP PLC,COA,GB,"Textiles, Apparel & Luxury Goods",Textiles,A,6.2,3.5,5.2,7.8
"COCA-COLA CONSOLIDATED, INC",COKE,US,Beverages,Soft Drinks,B,1.6,2.3,4.6,2.9
COCA-COLA EUROPACIFIC PARTNERS API PTY LTD,CCL,AU,Beverages,Soft Drinks,AAA,8.6,7.1,5.8,5.4
COCA-COLA EUROPACIFIC PARTNERS PLC,CCEP,GB,Beverages,Soft Drinks,AAA,8.6,7.1,5.8,5.4
"COCA-COLA FEMSA, SAB DE CV",C2CA34,MX,Beverages,Soft Drinks,A,5.8,8.7,5.7,0.3
COCA-COLA ICECEK ANONIM SIRKETI,CCOLA.E,TR,Beverages,Soft Drinks,BBB,4.9,6.3,5.0,2.3
"COCA-COLA REFRESHMENTS USA, LLC",KO,US,Beverages,Soft Drinks,AA,7.9,7.9,5.6,4.4
COCHLEAR LIMITED,COH,AU,Health Care Equipment & Supplies,Health Care Equipment,AAA,10.0,8.7,7.7,7.7
CODENSA SA ESP,,CO,Utilities,Electric Utilities,AA,8.4,8.4,5.5,5.8
CODERE FINANCE 2 (LUXEMBOURG) SA,,LU,Casinos & Gaming,Casinos & Gaming,BB,3.0,6.3,4.4,5.0
"CODERE, SA",CDR,ES,Casinos & Gaming,Casinos & Gaming,BB,3.0,6.3,4.4,5.0
COENTREPRISE DE TRANSPORT DELECTRICITE SA,EDF,FR,Utilities,Electric Utilities,A,7.0,7.7,7.3,4.1
"COEUR MINING, INC",CDE,US,Metals and Mining - Precious Metals,Gold,A,6.2,2.1,7.1,5.5
COFACE SA,COFA,FR,Property & Casualty Insurance,Property & Casualty Insurance,AA,7.9,5.1,3.9,5.9
"COFCO Commercial Property Investment Co,Ltd",,CN,Real Estate Development & Diversified Activities,Diversified Real Estate Activities,B,2.5,4.9,2.3,2.1
"COFCO SUGAR HOLDING CO, LTD",600737,CN,Food Products,Packaged Foods & Meats,B,2.4,2.4,5.4,3.3
COFINIMMO SA,COFB,BE,Real Estate Management & Services,Diversified REITs,AA,7.6,6.1,5.3,6.7
COFIROUTE SA,SGEF,FR,Transportation Infrastructure,Construction & Engineering,AA,8.1,9.3,5.7,6.8
COGECO COMMUNICATIONS INC,CCA,CA,Media & Entertainment,Cable & Satellite,AA,7.7,10.0,6.8,5.7
COGECO INC,CGO,CA,Media & Entertainment,Cable & Satellite,AA,8.1,10.0,6.7,5.8
"COGENT COMMUNICATIONS GROUP, INC",CCOIX,US,Telecommunication Services,Alternative Carriers,A,6.6,7.9,5.5,4.9
"COGENT COMMUNICATIONS HOLDINGS, INC",CCOI,US,Telecommunication Services,Alternative Carriers,A,6.6,7.9,5.5,4.9
COGNA EDUCACAO SA,COGN3,BR,Diversified Consumer Services,Education Services,BBB,5.4,7.9,4.8,4.6
COGNEX CORPORATION,CGNX,US,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,AA,7.4,4.5,6.3,5.1
COGNIZANT TECHNOLOGY SOLUTIONS CORPORATION,CTSH,US,Software & Services,IT Consulting & Other Services,A,6.2,5.7,4.3,5.5
"COHEN & STEERS, INC",CNS,US,Asset Management & Custody Banks,Asset Management & Custody Banks,BBB,5.3,6.7,5.3,4.7
"COHERENT, INC",COHR,US,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,AA,7.7,4.0,6.2,5.2
"COHERUS BIOSCIENCES, INC",CHRS,US,Biotechnology,Biotechnology,BB,3.1,5.1,3.9,5.3
COHORT PLC,CHRT,GB,Aerospace & Defense,Aerospace & Defense,AA,8.5,2.6,6.0,5.9
